funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
National Institute on Aging (NIA)	Additional support for these studies was provided by the 10.13039/501100001659 Deutsche Forschungsgemeinschaft grants 10.13039/100000049 NIA R01AG061796 (N.E.-T.) and U19AG074879 (N.E.-T.)	N.E.-T.	R01AG061796	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
National Institute on Aging (NIA)	Additional support for these studies was provided by the 10.13039/501100001659 Deutsche Forschungsgemeinschaft grants 10.13039/100000049 NIA R01AG061796 (N.E.-T.) and U19AG074879 (N.E.-T.)	N.E.-T.	U19AG074879	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
Alzheimer's Association	Alzheimer's Association Zenith Fellows Award (N.E.-T.)	N.E.-T.		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11384960/						
Innovative Medicines Initiative	This work used data from the EPAD project which received support from the EU/EFPIA Innovative Medicines Initiative Joint Undertaking EPAD grant agreement no 115736 and an Alzheimer's Association Grant (SG-21-8180990-EPAD).	EPAD project	115736	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9723139/						
Alzheimer's Association	This work used data from the EPAD project which received support from the EU/EFPIA Innovative Medicines Initiative Joint Undertaking EPAD grant agreement no 115736 and an Alzheimer's Association Grant (SG-21-8180990-EPAD).	EPAD project	SG-21-8180990-EPAD	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9723139/						
The Atlantic Philanthropies	The Atlantic Philanthropies, the Economic and Social Research Council, the UKCRC Centre of Excellence for Public Health Northern Ireland, the Centre for Ageing Research and Development in Ireland, the Office of the First Minister and Deputy First Minister, the Health and Social Care Research and Development Division of the Public Health Agency, the Wellcome Trust/Wolfson Foundation and Queen's University Belfast provided core financial support for NICOLA Waves 1 and 2.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12987635/						
Economic and Social Research Council	The Atlantic Philanthropies, the Economic and Social Research Council, the UKCRC Centre of Excellence for Public Health Northern Ireland, the Centre for Ageing Research and Development in Ireland, the Office of the First Minister and Deputy First Minister, the Health and Social Care Research and Development Division of the Public Health Agency, the Wellcome Trust/Wolfson Foundation and Queen's University Belfast provided core financial support for NICOLA Waves 1 and 2.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12987635/						
Wellcome Trust	The Atlantic Philanthropies, the Economic and Social Research Council, the UKCRC Centre of Excellence for Public Health Northern Ireland, the Centre for Ageing Research and Development in Ireland, the Office of the First Minister and Deputy First Minister, the Health and Social Care Research and Development Division of the Public Health Agency, the Wellcome Trust/Wolfson Foundation and Queen's University Belfast provided core financial support for NICOLA Waves 1 and 2.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12987635/						
National Institute on Aging (NIA)	The study is funded by the Gateway to Global Aging Data funded by U.S. National Institute on Aging, National Institutes of Health (R01AG030153).		R01AG030153	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12987635/						
National Institute of Environmental Health Sciences	This work was supported by the National Institutes of Environmental Health Sciences [R25-ES021649 and T32ES007062]; The National Institute of Child Health and Human Development [R01HD087485]; and the University of Pennsylvania Center of Excellence in Environmental Toxicology [P30-ES013508].		R25ES021649	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12805979/						
National Institute of Environmental Health Sciences	This work was supported by the National Institutes of Environmental Health Sciences [R25-ES021649 and T32ES007062]; The National Institute of Child Health and Human Development [R01HD087485]; and the University of Pennsylvania Center of Excellence in Environmental Toxicology [P30-ES013508].		T32ES007062	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12805979/						
National Institute of Child Health and Human Development	This work was supported by the National Institutes of Environmental Health Sciences [R25-ES021649 and T32ES007062]; The National Institute of Child Health and Human Development [R01HD087485]; and the University of Pennsylvania Center of Excellence in Environmental Toxicology [P30-ES013508].		R01HD087485	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12805979/						
National Institute of Environmental Health Sciences	This work was supported by the National Institutes of Environmental Health Sciences [R25-ES021649 and T32ES007062]; The National Institute of Child Health and Human Development [R01HD087485]; and the University of Pennsylvania Center of Excellence in Environmental Toxicology [P30-ES013508].	University of Pennsylvania Center of Excellence in Environmental Toxicology	P30ES013508	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12805979/						
Qatar Biomedical Research Institute	This study was supported by Qatar Biomedical Research Institute Internal Grant (VR-98) and Qatar National Research Fund (ARG01-0514-230148).		VR-98	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347542/						
Qatar National Research Fund	This study was supported by Qatar Biomedical Research Institute Internal Grant (VR-98) and Qatar National Research Fund (ARG01-0514-230148).		ARG01-0514-230148	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347542/						
Deutscher Akademischer Austauschdienst	Funder: http://dx.doi.org/10.13039/501100001655 Deutscher Akademischer Austauschdienst | Award ID: 57451566 | Recipient: Nigg Claudio R.	Nigg Claudio R.	57451566	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7238737/						
Axencia Galega de Innovación	Funder: Axencia Galega de Innovación | Award ID: IN606A-2024/016 | Recipient: de los Ángeles Fernández-Ceballos María	de los Ángeles Fernández-Ceballos María	IN606A-2024/016	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13332103/						
Ministerio de Ciencia e Innovación	Funder: Ministerio de Ciencia e Innovación | Award ID: PID2022-138936OB-C31 | Recipient: Agís-Balboa Roberto Carlos	Agís-Balboa Roberto Carlos	PID2022-138936OB-C31	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13332103/						
	This research received no external funding.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12196208/						
Northern Ireland Kidney Research Fund	Funder: Northern Ireland Kidney Research Fund | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Vivensa Foundation	Funder: https://doi.org/10.13039/501100000377 Vivensa Foundation | Award ID: PF2502\5 | Recipient: Hill Claire	Hill Claire	PF2502\5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Welcome Trust/ Health Research Board Ireland's Irish Clinical Academic Training (ICAT) Fellowship	Funder: Welcome Trust/ Health Research Board Ireland's Irish Clinical Academic Training (ICAT) Fellowship | Award ID: 203930/B/16/Z | Recipient: Potter Claire	Potter Claire	203930/B/16/Z	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Economic and Social Research Council	Funder: Economic and Social Research Council | Award ID: ES/L008459/1 | Recipient: Kee Frank McKnight Amy Jayne	Kee Frank McKnight Amy Jayne	ES/L008459/1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Atlantic Philanthropies	Funder: https://doi.org/10.13039/100004426 Atlantic Philanthropies | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
UKCRC Centre of Excellence for Public Health Northern Ireland	Funder: UKCRC Centre of Excellence for Public Health Northern Ireland | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Centre for Ageing Research and Development in Ireland	Funder: https://doi.org/10.13039/501100001582 Centre for Ageing Research and Development in Ireland | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
The Office of the First Minister and Deputy First Minister, the Health and Social Care Research and Development Division of the Public Health Agency	Funder: The Office of the First Minister and Deputy First Minister, the Health and Social Care Research and Development Division of the Public Health Agency | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Wellcome Trust/Wolfson Foundation	Funder: Wellcome Trust/Wolfson Foundation | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Queen's University Belfast	Funder: Queen's University Belfast | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
National Institutes of Health (NIH)	Funder: https://doi.org/10.13039/100000002 National Institutes of Health | Award ID: R01AG068937 | Recipient: Kee Frank McGuinness Bernadette McKnight Amy Jayne	Kee Frank McGuinness Bernadette McKnight Amy Jayne	R01AG068937	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Northern Ireland Health and Social Care Research and Development Office	Funder: Northern Ireland Health and Social Care Research and Development Office | Award ID: STL/5569/19 | Recipient: Kee Frank McGuinness Bernadette McKnight Amy Jayne	Kee Frank McGuinness Bernadette McKnight Amy Jayne	STL/5569/19	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
UK Research and Innovation	Funder: https://doi.org/10.13039/100014013 UK Research and Innovation | Award ID: MC_PC_20026 | Recipient: Kee Frank McGuinness Bernadette McKnight Amy Jayne	Kee Frank McGuinness Bernadette McKnight Amy Jayne	MC_PC_20026	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Science Foundation Ireland and the Department for the Economy, Northern Ireland US partnership award	Funder: Science Foundation Ireland and the Department for the Economy, Northern Ireland US partnership award | Award ID: 15/IA/3152 | Recipient: McKnight Amy Jayne	McKnight Amy Jayne	15/IA/3152	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13123219/						
Michael J. Fox Foundation for Parkinson's Research	This work was supported by the Michael J Fox Foundation, PDUK, The Peto Foundation, The TMSRG (UCL), The BRC at Great Ormond Street Hospital, and the Horizon 2020 Framework Programme (Grant number 634821, PROPAG-AGING).			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
PDUK	This work was supported by the Michael J Fox Foundation, PDUK, The Peto Foundation, The TMSRG (UCL), The BRC at Great Ormond Street Hospital, and the Horizon 2020 Framework Programme (Grant number 634821, PROPAG-AGING).			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
The Peto Foundation	This work was supported by the Michael J Fox Foundation, PDUK, The Peto Foundation, The TMSRG (UCL), The BRC at Great Ormond Street Hospital, and the Horizon 2020 Framework Programme (Grant number 634821, PROPAG-AGING).			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Horizon 2020 Framework Programme	This work was supported by the Michael J Fox Foundation, PDUK, The Peto Foundation, The TMSRG (UCL), The BRC at Great Ormond Street Hospital, and the Horizon 2020 Framework Programme (Grant number 634821, PROPAG-AGING).		634821	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)	MB has received funding from the Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) – 413,501,650.	MB	413501650	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Michael J. Fox Foundation for Parkinson's Research	CT has received honoraria for consultancy from Roche, and honoraria for educational lectures from UCB, and has received research funding for the PPMI study from the Michael J. Fox Foundation and funding from the EU (Horizon 2020) and stipends from the (International Parkinson's and Movement Disorder Society) IPMDS.	CT		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Horizon 2020	CT has received honoraria for consultancy from Roche, and honoraria for educational lectures from UCB, and has received research funding for the PPMI study from the Michael J. Fox Foundation and funding from the EU (Horizon 2020) and stipends from the (International Parkinson's and Movement Disorder Society) IPMDS.	CT		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Deutsche Forschungsgemeinschaft (DFG)	BM has received honoraria for consultancy from Roche, Biogen, AbbVie, UCB, and Sun Pharma Advanced Research Company. BM is a member of the executive steering committee of the Parkinson Progression Marker Initiative and PI of the Systemic Synuclein Sampling Study of the Michael J. Fox Foundation for Parkinson's Research and has received research funding from the Deutsche Forschungsgemeinschaft (DFG), EU (Horizon 2020), Parkinson Fonds Deutschland, Deutsche Parkinson Vereinigung, Parkinson's Foundation and the Michael J. Fox Foundation for Parkinson's Research.	BM		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Horizon 2020	BM has received honoraria for consultancy from Roche, Biogen, AbbVie, UCB, and Sun Pharma Advanced Research Company. BM is a member of the executive steering committee of the Parkinson Progression Marker Initiative and PI of the Systemic Synuclein Sampling Study of the Michael J. Fox Foundation for Parkinson's Research and has received research funding from the Deutsche Forschungsgemeinschaft (DFG), EU (Horizon 2020), Parkinson Fonds Deutschland, Deutsche Parkinson Vereinigung, Parkinson's Foundation and the Michael J. Fox Foundation for Parkinson's Research.	BM		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Michael J. Fox Foundation for Parkinson's Research	BM has received honoraria for consultancy from Roche, Biogen, AbbVie, UCB, and Sun Pharma Advanced Research Company. BM is a member of the executive steering committee of the Parkinson Progression Marker Initiative and PI of the Systemic Synuclein Sampling Study of the Michael J. Fox Foundation for Parkinson's Research and has received research funding from the Deutsche Forschungsgemeinschaft (DFG), EU (Horizon 2020), Parkinson Fonds Deutschland, Deutsche Parkinson Vereinigung, Parkinson's Foundation and the Michael J. Fox Foundation for Parkinson's Research.	BM		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
EU Horizon 2020 research and innovation programme	S. Schade received institutional salaries supported by the EU Horizon 2020 research and innovation programme under grant agreement No. 863664 and by the Michael J. Fox Foundation for Parkinson's Research under grant agreement No. MJFF-021923.	S. Schade	863664	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
Michael J. Fox Foundation for Parkinson's Research	S. Schade received institutional salaries supported by the EU Horizon 2020 research and innovation programme under grant agreement No. 863664 and by the Michael J. Fox Foundation for Parkinson's Research under grant agreement No. MJFF-021923. He is supported by a PPMI Early Stage Investigators Funding Programme fellowship of the Michael J. Fox Foundation for Parkinson's Research under grant agreement No. MJFF-022656.	S. Schade	MJFF-021923	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11189460/						
